51832504,15438,6925200
125643088,5999,-4674832
17627496,628,22689024
50552064,2113,-7991888
41951432,3268,16515376
105649512,9242,-6274584
57127200,2081,8609248
458986536,16396,18497152
159649296,2733,-12385216
101400544,1729,8292264
58405504,989,-15908768
127191296,3352,-24725064
35124880,1007,-943544
184789392,3137,71817456
57436312,956,-50136480
89417440,1481,-8293904
113061736,1872,23645656
102338912,1678,-17995432
166478112,2711,13777360
132376952,2180,1276568
127645152,2127,-3963344
321766432,5381,-380944
39523024,640,-16231408
173917816,2805,74427104
134885344,2187,-22000936
209383408,5298,-57274040
84400320,2861,28832696
26327816,969,-15082568
170060760,5804,-2654712
101764080,3438,-1951472
25189584,838,-25336288
245237792,9036,24936768
47444032,1656,29002192
76422416,2667,12207616
35885576,1273,-11206272
77325152,2825,-30317904
18294256,653,-495440
133794864,4670,12537648
316011968,11507,-3484128
29745936,1047,-26449144
55442872,1899,79238752
41865208,1451,-30337216
39363304,1417,-27719320
64146144,2289,12353072
131642608,4674,-26179072
123349848,4401,39340736
114538760,4050,-51079280
18765696,808,33346128
267285688,9679,2684600
59565232,2048,-6334896
355475552,13130,-14010976
124910384,4323,34990544
66906472,2317,-22053632
177046080,6116,3770512
39868528,1578,-16095056
210309992,7840,11269144
89615880,3047,4924880
86252768,3006,23563464
25222432,882,-43987208
70886792,2467,10176408
184387344,6668,-9714080
157230840,5575,34894464
24947432,1021,-25956240
505563032,17783,5385512
57878488,2040,-7906856
156674784,5455,27170208
382442656,13547,-19101008
62835632,2300,5342112
164419576,5888,-28117360
52800960,2110,7710928
52468088,1791,25843072
55434232,2073,-10264992
218410656,8150,34495088
110294480,3914,-38986752
259700456,9874,10919696
217209016,7841,12978848
11732144,432,10165088
51732608,1859,-51937712
272722752,9789,-109144
87707840,3176,-1438392
75795944,2869,38904384
31281976,1198,-31632208
54686912,1944,-2590840
75718400,2908,47004472
41508376,1523,-9628848
209488496,7646,4607360
90879944,3329,-37579160
180399088,6464,21672056
912544336,32141,-13615872
86148688,3144,38535600
355082072,12690,-55522336
68917576,2523,122496392
23891624,866,-97347072
197433832,7244,10713472
77874488,2916,-4745336
223903856,7986,16024224
342848040,12445,-17702992
22149384,833,4461408
494082784,17734,-39203096
227322448,8252,32650440
112448384,3908,-13216064
166685104,5934,1661744
28022448,917,-7185680
40752224,1502,3330336
180117712,6826,-6008000
262042896,9396,53081408
95952104,3276,-35485744
9827984,384,12462160
44424848,1505,-21144544
31227056,1027,25439160
20383960,751,-5264624
106654512,3639,77594056
111162240,4078,-89425952
11147520,434,9182464
46096104,1641,-34787408
79213312,2840,13176392
85937480,3446,-5133152
63940528,2238,-1520976
407884544,14191,26006432
185762672,6424,-24165720
40953440,1607,58894584
142758056,4854,-26544080
423991968,16772,-2170328
167178928,6277,-13495768
19103128,861,-25622888
164081840,6522,27837720
156752000,6523,15508576
131157440,5279,-39049296
366939608,12870,23563120
12870904,549,-28471936
20242632,712,11154712
48118064,1860,10064440
56410504,1889,-11251728
20980576,814,-11416224
151641912,5318,19207936
29404368,1004,32506216
142812624,5047,-44165592
48099648,1622,9298816
43982000,1474,23078168
59369640,2183,21866928
164049720,5456,-35211808
128486344,4327,-11110024
165873536,5649,43491808
116305200,3968,-38113632
141234840,4822,13381464
75966872,2535,-5977656
227416272,8355,-17554920
163076648,5909,40719704
37543184,1276,-41146120
189561272,6681,28493496
118634520,4286,-23928832
129806200,4510,-8650368
180072160,6589,25750008
42628440,1437,5566128
79948456,2812,-24797088
102427848,3924,89483672
314073616,12400,-45524056
19585216,1047,-17917512
191234584,7915,-23815936
47233872,1968,-7818424
134854144,5691,5492608
106896192,4134,-8885576
21147120,1151,22818544
58270048,2205,-9191024
80836056,3009,28726728
307801192,11475,-2758144
51453176,2192,-27488720
203528648,7566,-11087656
183862496,6972,32978040
36841600,1445,-33175208
270386416,11004,22280136
101275664,4439,-10322152
92181704,4043,-9218760
74058968,3417,21066504
152562208,6264,-23230064
88152088,4519,3021600
33147184,1381,24584464
201692328,7644,-15554336
28223680,1054,29285016
62026344,2166,-38109512
73795576,2805,17395264
161359152,5937,-7240720
133013472,4591,8710864
50255128,1732,14884056
194035240,7121,-23291672
25860808,872,22848352
133539392,4855,-35295144
32723768,1402,3858168
149315352,5550,23546608
26485576,1033,3332688
64113768,2444,-8635232
42790224,1584,-5224832
107205360,4213,-14180936
238592592,9156,18938976
24488184,917,-11077200
51436856,2005,-6894640
70558184,2756,48555232
180845568,6878,-30185320
68139280,2555,-11662072
42294776,1507,3923336
18461768,650,-18877520
112145464,4378,14997568
278752592,10579,2682368
43777128,1714,-12815376
114402872,4036,20870448
148004040,5444,29108592
19921112,1353,-46200784
192733856,7446,6706592
64341568,2549,-14502248
86720600,3150,33040784
243339392,9372,12496256
216648840,8699,-43928976
62554088,2431,21921272
82348344,3609,23728680
96315904,3702,-16170944
160825688,6375,-29524648
218306968,8631,14482488
56871280,2229,-4536304
81000656,3011,27060464
15893424,613,-38468200
46503504,1822,15138376
116851856,4497,13981568
40119456,1256,39000240
31115504,1160,-12476072
163420280,5595,-21175056
45417768,1588,-21576848
79748072,2591,38102128
135399000,4535,-23318560
67474888,2363,-9746632
648459376,21517,12767448
143205528,4627,-18751472
379863264,13269,-1105200
74190032,2396,28838384
188916320,6508,-22077720
75964096,2541,6248576
142599080,5076,-379360
81965912,2785,-802080
506984456,17446,-22422664
100253872,3542,40316928
48007584,1639,-11194752
95427584,3224,16987200
36981160,1388,-9532528
23754440,821,-25530464
47988120,1636,21031016
120315824,4430,26998160
76264464,2498,-22839984
72052400,2418,17370744
97332544,3413,-41203712
594200456,19994,126705720
189939432,6484,-139380952
35474024,1271,23128128
111389544,3674,-9643712
258017720,8815,3276432
38801000,1263,-8305200
43467544,1617,-3454024
292217136,11221,34281808
48628248,1907,1495176
67333656,2556,-3830304
154626272,5644,-26552960
22240032,885,13111128
259816904,10544,19309104
264943696,10210,-37024232
275129464,10766,28949288
88964584,3193,-21917192
142079248,5339,30184080
190290152,7241,-17202040
47945224,1941,21693000
65580424,2283,-707632
133762176,4826,-44438112
22809536,848,2102128
161915336,6670,22558600
70773912,2574,5401208
248002104,9633,-578624
34226560,1284,22093960
30812448,1198,-30542208
63521624,2363,-6616112
20894896,847,13137936
24748656,1029,10444096
102480856,3736,-22673008
129095920,4871,32963056
381778784,14328,-42255808
27049176,1028,14343408
49786168,1745,-22234760
181301320,6852,45672440
41094232,1469,-5736224
30561608,1064,-38572912
81158368,3044,21147656
208878200,7949,30838864
237860104,8880,-16367592
258199240,4345,-9439152
16749320,296,3440880
202249512,3395,-1113184
55143336,938,-17841784
42313376,729,44846824
146196736,2516,35156192
30551864,528,-48676096
113215784,1886,21117448
221228128,3789,-47197016
372164048,6391,57426912
147545664,2777,-22810424
45048928,838,10879936
25364120,421,1304120
33581880,571,-39707752
127733352,2207,18933176
120385680,2012,-28180744
15449368,259,-273288
281676256,4811,6409544
41879664,718,42919640
96386888,1616,-26774176
88084024,1488,-4497968
40257152,769,-25901704
207721808,3492,66448224
61342544,1024,-26341872
71839256,1272,9612240
82053544,1369,-53630536
51140272,879,50488136
32235480,560,-9019808
62472984,1030,-26233440
26655576,466,31005224
148055376,2577,18609384
358464776,5982,-2361096
86974904,1384,-8791320
93506096,1414,18767440
340447232,5186,-34123664
21814728,338,-40137704
487580480,7530,14449688
204863936,3010,4956640
37897208,574,-17945392
52634248,777,84190080
84796192,1798,-75206336
329936576,4872,63436720
48553280,781,-46256640
93414504,1391,60270368
64723336,982,-37500544
22959048,361,50528864
50377512,765,-75688032
362435160,5338,-18853936
42471192,775,66105792
58106464,906,-64691768
145384800,2122,73878408
367425520,5473,-5729840
58455320,866,-21949360
150598720,2218,11113056
30144864,456,-46277744
247756792,3732,-9133632
31141232,463,56110560
169308008,2500,-51991184
20301304,321,4004560
153353968,2270,63688640
115265480,1740,-78951528
